EmailID, UserID, MonthID, EmailOpened
"5c929b08cf69d","4678","3","0"
"5c929b08cf6a0","4678","1","0"
"5c929b08cf6a4","4679","2","0"
"5c929b08cf6aa","4679","2","1"
"5c929b08cf6ad","4679","1","0"
"5c929b08cf6b0","4679","2","1"
"5c929b08cf6b3","4681","3","1"
"5c929b08cf6b6","4681","1","0"
"5c929b08cf6ba","4684","3","0"
"5c929b08cf6bd","4685","2","0"
"5c929b08cf6c0","4685","3","1"
"5c929b08cf6c3","4686","2","1"
"5c929b08cf6c6","4686","2","0"
"5c929b08cf6c9","4686","2","1"
"5c929b08cf6cc","4689","1","0"
"5c929b08cf6cf","4689","3","0"
"5c929b08cf6d2","4690","1","0"
"5c929b08cf6d6","4691","3","1"
"5c929b08cf6d8","4691","1","0"
"5c929b08cf6db","4691","2","0"
"5c929b08cf6e6","4692","2","1"
"5c929b08cf6eb","4693","1","0"
"5c929b08cf6f0","4693","1","1"
"5c929b08cf6f4","4693","2","0"
"5c929b08cf6f9","4694","1","1"
"5c929b08cf6fe","4696","2","0"
"5c929b08cf702","4696","3","1"
"5c929b08cf706","4697","1","0"
"5c929b08cf70b","4698","1","1"
"5c929b08cf711","4701","1","1"
"5c929b08cf716","4702","3","1"
"5c929b08cf71b","4702","2","0"
"5c929b08cf720","4702","3","0"
"5c929b08cf725","4702","2","0"
"5c929b08cf72a","4703","1","1"
"5c929b08cf735","4703","2","0"
"5c929b08cf73a","4703","1","0"
"5c929b08cf73f","4703","1","0"
"5c929b08cf745","4704","2","1"
"5c929b08cf74a","4704","3","0"
"5c929b08cf74f","4704","1","1"
"5c929b08cf754","4704","2","0"
"5c929b08cf75a","4705","1","1"
"5c929b08cf760","4706","2","1"
"5c929b08cf765","4706","2","0"
"5c929b08cf76b","4708","2","1"
"5c929b08cf777","4708","3","1"
"5c929b08cf77d","4708","1","0"
"5c929b08cf782","4709","2","1"
"5c929b08cf787","4709","1","0"
"5c929b08cf793","4710","3","0"
"5c929b08cf798","4710","1","1"
"5c929b08cf79e","4711","2","1"
"5c929b08cf7a3","4711","3","0"
"5c929b08cf7a8","4711","1","1"
"5c929b08cf7af","4713","3","1"
"5c929b08cf7b4","4713","3","1"
"5c929b08cf7b9","4713","2","0"
"5c929b08cf7bf","4715","2","0"
"5c929b08cf7c5","4716","1","1"
"5c929b08cf7ca","4716","2","0"
"5c929b08cf7d0","4716","3","0"
"5c929b08cf7d5","4716","1","0"
"5c929b08cf7da","4717","2","1"
"5c929b08cf7e0","4717","3","0"
"5c929b08cf7e5","4717","1","1"
"5c929b08cf7ea","4717","3","0"
"5c929b08cf7f0","4718","3","1"
"5c929b08cf7f5","4718","1","1"
"5c929b08cf7fa","4718","1","0"
"5c929b08cf800","4719","1","0"
"5c929b08cf80d","4722","2","0"
"5c929b08cf812","4722","2","0"
"5c929b08cf817","4722","1","1"
"5c929b08cf81c","4722","1","1"
"5c929b08cf827","4723","3","1"
"5c929b08cf82c","4723","1","0"
"5c929b08cf832","4725","2","1"
"5c929b08cf837","4725","3","1"
"5c929b08cf83d","4725","3","1"
"5c929b08cf843","4726","2","0"
"5c929b08cf848","4726","1","0"
"5c929b08cf84e","4726","3","1"
"5c929b08cf853","4726","1","0"
"5c929b08cf859","4727","3","1"
"5c929b08cf862","4728","3","1"
"5c929b08cf868","4728","1","1"
"5c929b08cf86d","4728","3","1"
"5c929b08cf872","4729","2","1"
"5c929b08cf877","4729","1","1"
"5c929b08cf880","4729","1","1"
"5c929b08cf885","4730","2","1"
"5c929b08cf88a","4730","1","0"
"5c929b08cf894","4731","2","1"
"5c929b08cf899","4731","2","0"
"5c929b08cf89f","4731","2","1"
"5c929b08cf8a4","4732","1","1"
"5c929b08cf8ae","4732","1","1"
"5c929b08cf8b3","4732","2","1"
"5c929b08cf8b8","4732","2","0"
"5c929b08cf8be","4733","1","1"
"5c929b08cf8c3","4734","1","0"
"5c929b08cf8c8","4734","2","0"
"5c929b08cf8d5","4737","3","1"
"5c929b08cf8da","4737","1","0"
"5c929b08cf8e4","4738","3","0"
"5c929b08cf8ea","4739","1","1"
"5c929b08cf8ef","4740","2","0"
"5c929b08cf8f4","4740","2","1"
"5c929b08cf8fa","4740","3","0"
"5c929b08cf8ff","4740","1","0"
"5c929b08cf905","4741","3","0"
"5c929b08cf90a","4742","3","1"
"5c929b08cf915","4742","3","1"
"5c929b08cf91a","4742","2","1"
"5c929b08cf91f","4742","1","1"
"5c929b08cf925","4743","3","1"
"5c929b08cf92a","4743","3","1"
"5c929b08cf92f","4743","1","1"
"5c929b08cf934","4743","3","0"
"5c929b08cf939","4744","1","0"
"5c929b08cf93e","4744","2","0"
"5c929b08cf944","4744","3","1"
"5c929b08cf949","4745","1","1"
"5c929b08cf954","4746","1","0"
"5c929b08cf959","4746","2","0"
"5c929b08cf95f","4747","3","0"
"5c929b08cf964","4747","3","1"
"5c929b08cf969","4747","3","0"
"5c929b08cf96e","4748","3","0"
"5c929b08cf974","4750","3","1"
"5c929b08cf97a","4750","3","1"
"5c929b08cf980","4751","3","0"
"5c929b08cf985","4752","2","0"
"5c929b08cf991","4753","2","1"
"5c929b08cf997","4753","1","1"
"5c929b08cf99c","4754","2","1"
"5c929b08cf9a7","4755","2","1"
"5c929b08cf9ac","4755","3","1"
"5c929b08cf9b2","4757","2","0"
"5c929b08cf9b8","4758","3","1"
"5c929b08cf9bd","4758","2","1"
"5c929b08cf9c3","4758","2","0"
"5c929b08cf9c8","4758","3","1"
"5c929b08cf9ce","4759","2","0"
"5c929b08cf9d1","4760","2","1"
"5c929b08cf9d4","4761","1","1"
"5c929b08cf9dd","4761","1","0"
"5c929b08cf9e0","4761","3","0"
"5c929b08cf9e2","4761","3","0"
"5c929b08cf9e6","4762","3","0"
"5c929b08cf9e9","4762","1","1"
"5c929b08cf9eb","4762","3","0"
"5c929b08cf9ef","4763","1","1"
"5c929b08cf9f6","4763","2","1"
"5c929b08cf9f9","4763","2","0"
"5c929b08cf9fc","4764","1","0"
"5c929b08cf9ff","4765","1","1"
"5c929b08cfa02","4766","1","0"
"5c929b08cfa0a","4766","3","1"
"5c929b08cfa0d","4766","3","0"
"5c929b08cfa10","4766","1","1"
"5c929b08cfa13","4767","1","0"
"5c929b08cfa16","4767","3","0"
"5c929b08cfa1e","4768","3","0"
"5c929b08cfa21","4768","2","1"
"5c929b08cfa24","4769","3","0"
"5c929b08cfa2c","4769","2","1"
"5c929b08cfa2f","4769","2","1"
"5c929b08cfa32","4769","2","0"
"5c929b08cfa3a","4770","3","1"
"5c929b08cfa3d","4772","3","1"
"5c929b08cfa40","4772","3","0"
"5c929b08cfa4a","4772","3","1"
"5c929b08cfa4c","4772","1","0"
"5c929b08cfa50","4774","3","0"
"5c929b08cfa53","4774","3","0"
"5c929b08cfa55","4774","2","0"
"5c929b08cfa58","4774","2","1"
"5c929b08cfa5b","4775","2","1"
"5c929b08cfa5e","4776","1","0"
"5c929b08cfa61","4776","2","0"
"5c929b08cfa64","4777","1","1"
"5c929b08cfa67","4777","3","1"
"5c929b08cfa6a","4777","2","0"
"5c929b08cfa6d","4777","2","0"
"5c929b08cfa73","4778","1","0"
"5c929b08cfa78","4780","3","0"
"5c929b08cfa7d","4780","3","1"
"5c929b08cfa80","4780","1","0"
"5c929b08cfa83","4782","2","0"
"5c929b08cfa86","4782","2","0"
"5c929b08cfa89","4782","3","1"
"5c929b08cfa8c","4783","2","0"
"5c929b08cfa8e","4783","3","0"
"5c929b08cfa91","4783","2","1"
"5c929b08cfa9d","4784","2","1"
"5c929b08cfaa0","4784","1","0"
"5c929b08cfaa9","4784","2","1"
"5c929b08cfaac","4785","1","1"
"5c929b08cfaaf","4785","2","0"
"5c929b08cfab2","4785","1","1"
"5c929b08cfab5","4785","3","1"
"5c929b08cfab8","4786","1","0"
"5c929b08cfabb","4786","1","0"
"5c929b08cfabd","4786","1","1"
"5c929b08cfac0","4786","1","0"
"5c929b08cfac4","4789","3","1"
"5c929b08cfacc","4789","2","1"
"5c929b08cfacf","4789","1","0"
"5c929b08cfad2","4789","3","1"
"5c929b08cfad5","4790","1","0"
"5c929b08cfad8","4790","3","1"
"5c929b08cfadf","4790","1","1"
"5c929b08cfae1","4790","2","1"
"5c929b08cfae5","4791","1","0"
"5c929b08cfae8","4791","2","1"
"5c929b08cfaea","4792","1","0"
"5c929b08cfaed","4793","2","0"
"5c929b08cfaf0","4793","3","0"
"5c929b08cfaf3","4794","1","1"
"5c929b08cfaf6","4795","2","1"
"5c929b08cfafd","4795","2","0"
"5c929b08cfb00","4795","1","0"
"5c929b08cfb03","4796","1","1"
"5c929b08cfb06","4796","2","1"
"5c929b08cfb09","4799","1","1"
"5c929b08cfb0c","4799","2","0"
"5c929b08cfb0f","4799","3","0"
"5c929b08cfb12","4799","1","1"
"5c929b08cfb15","4801","3","0"
"5c929b08cfb18","4802","1","0"
"5c929b08cfb1b","4802","2","1"
"5c929b08cfb1e","4802","2","1"
"5c929b08cfb21","4803","3","0"
"5c929b08cfb24","4804","3","1"
"5c929b08cfb27","4804","1","0"
"5c929b08cfb2a","4805","3","0"
"5c929b08cfb2d","4805","3","0"
"5c929b08cfb30","4806","3","1"
"5c929b08cfb33","4806","2","0"
"5c929b08cfb36","4806","2","0"
"5c929b08cfb3e","4806","1","1"
"5c929b08cfb41","4807","2","1"
"5c929b08cfb51","4807","3","1"
"5c929b08cfb54","4807","3","0"
"5c929b08cfb57","4809","2","1"
"5c929b08cfb5a","4809","1","1"
"5c929b08cfb5d","4809","2","0"
"5c929b08cfb5f","4809","3","0"
"5c929b08cfb63","4810","1","1"
"5c929b08cfb65","4810","3","1"
"5c929b08cfb68","4811","3","1"
"5c929b08cfb6b","4811","3","1"
"5c929b08cfb6e","4811","3","0"
"5c929b08cfb71","4811","2","1"
"5c929b08cfb74","4812","2","0"
"5c929b08cfb77","4813","2","1"
"5c929b08cfb7a","4813","3","0"
"5c929b08cfb7d","4813","3","0"
"5c929b08cfb85","4813","2","1"
"5c929b08cfb88","4816","1","1"
"5c929b08cfb8b","4818","3","1"
"5c929b08cfb8e","4818","3","0"
"5c929b08cfb91","4819","2","1"
"5c929b08cfb95","4821","3","0"
"5c929b08cfb97","4821","3","1"
"5c929b08cfb9a","4821","3","0"
"5c929b08cfb9d","4821","2","1"
"5c929b08cfba0","4822","1","1"
"5c929b08cfba3","4823","3","0"
"5c929b08cfba6","4823","2","1"
"5c929b08cfba9","4823","2","1"
"5c929b08cfbac","4824","3","0"
"5c929b08cfbaf","4824","3","0"
"5c929b08cfbb2","4824","2","0"
"5c929b08cfbb5","4826","2","1"
"5c929b08cfbb8","4827","3","1"
"5c929b08cfbbb","4828","1","0"
"5c929b08cfbc2","4828","1","0"
"5c929b08cfbc5","4828","3","1"
"5c929b08cfbc9","4829","2","1"
"5c929b08cfbcb","4829","1","0"
"5c929b08cfbce","4829","2","1"
"5c929b08cfbd1","4830","3","1"
"5c929b08cfbd5","4831","1","1"
"5c929b08cfbd7","4831","3","0"
"5c929b08cfbda","4831","1","0"
"5c929b08cfbdd","4831","3","1"
"5c929b08cfbe6","4832","1","0"
"5c929b08cfbe9","4832","3","0"
"5c929b08cfbf2","4832","2","1"
"5c929b08cfbf5","4832","3","0"
"5c929b08cfbfe","4833","1","1"
"5c929b08cfc01","4833","3","0"
"5c929b08cfc04","4833","3","1"
"5c929b08cfc07","4834","2","0"
"5c929b08cfc0a","4834","2","0"
"5c929b08cfc0d","4834","1","1"
"5c929b08cfc10","4835","3","1"
"5c929b08cfc13","4837","2","0"
"5c929b08cfc16","4837","1","0"
"5c929b08cfc19","4838","3","0"
"5c929b08cfc1c","4839","2","0"
"5c929b08cfc1f","4839","2","0"
"5c929b08cfc22","4839","3","0"
"5c929b08cfc25","4839","3","0"
"5c929b08cfc2f","4840","1","0"
"5c929b08cfc31","4841","3","1"
"5c929b08cfc34","4841","2","1"
"5c929b08cfc37","4841","2","1"
"5c929b08cfc3a","4841","3","1"
"5c929b08cfc3d","4842","2","0"
"5c929b08cfc40","4842","3","0"
"5c929b08cfc42","4842","2","1"
"5c929b08cfc46","4844","3","1"
"5c929b08cfc49","4844","3","0"
"5c929b08cfc4b","4844","2","1"
"5c929b08cfc4e","4845","2","1"
"5c929b08cfc51","4845","3","1"
"5c929b08cfc54","4845","2","0"
"5c929b08cfc57","4845","2","0"
"5c929b08cfc5a","4846","2","0"
"5c929b08cfc5d","4847","2","0"
"5c929b08cfc65","4847","2","0"
"5c929b08cfc68","4848","2","1"
"5c929b08cfc6b","4848","2","0"
"5c929b08cfc73","4848","2","1"
"5c929b08cfc76","4848","2","1"
"5c929b08cfc79","4849","2","0"
"5c929b08cfc80","4849","2","1"
"5c929b08cfc87","4851","2","0"
"5c929b08cfc8e","4851","3","0"
"5c929b08cfc91","4851","3","0"
"5c929b08cfc94","4851","1","1"
"5c929b08cfc97","4852","1","1"
"5c929b08cfc9a","4852","2","1"
"5c929b08cfca3","4853","1","0"
"5c929b08cfca6","4853","2","1"
"5c929b08cfca9","4853","3","1"
"5c929b08cfcac","4853","3","1"
"5c929b08cfcaf","4854","1","0"
"5c929b08cfcb7","4854","1","0"
"5c929b08cfcba","4855","1","0"
"5c929b08cfcbd","4856","2","0"
"5c929b08cfcc0","4856","3","0"
"5c929b08cfcc3","4856","1","1"
"5c929b08cfcca","4856","2","0"
"5c929b08cfcd2","4857","1","1"
"5c929b08cfcd4","4857","3","1"
"5c929b08cfcd7","4857","2","0"
"5c929b08cfcda","4858","1","1"
"5c929b08cfcdd","4859","3","0"
"5c929b08cfce7","4860","1","1"
"5c929b08cfcea","4860","3","1"
"5c929b08cfced","4860","2","0"
"5c929b08cfcf6","4861","3","1"
"5c929b08cfcf9","4862","2","1"
"5c929b08cfcfc","4863","1","1"
"5c929b08cfcff","4863","3","1"
"5c929b08cfd02","4863","1","1"
"5c929b08cfd0b","4864","1","1"
"5c929b08cfd0e","4864","3","0"
"5c929b08cfd10","4864","1","1"
"5c929b08cfd14","4866","1","0"
"5c929b08cfd16","4866","2","0"
"5c929b08cfd1a","4867","1","0"
"5c929b08cfd1c","4868","2","1"
"5c929b08cfd1f","4868","3","1"
"5c929b08cfd22","4868","2","0"
"5c929b08cfd25","4868","3","0"
"5c929b08cfd28","4870","3","0"
"5c929b08cfd2b","4871","3","0"
"5c929b08cfd2e","4871","1","1"
"5c929b08cfd31","4871","1","1"
"5c929b08cfd34","4871","1","1"
"5c929b08cfd37","4872","1","0"
"5c929b08cfd3a","4872","1","0"
"5c929b08cfd3d","4872","2","1"
"5c929b08cfd40","4872","1","0"
"5c929b08cfd42","4873","1","0"
"5c929b08cfd45","4873","3","1"
"5c929b08cfd48","4873","2","1"
"5c929b08cfd4b","4873","3","1"
"5c929b08cfd52","4874","2","0"
"5c929b08cfd55","4874","3","1"
"5c929b08cfd58","4874","1","0"
"5c929b08cfd5b","4874","1","1"
"5c929b08cfd5e","4875","3","1"
"5c929b08cfd61","4875","3","1"
"5c929b08cfd64","4875","1","0"
"5c929b08cfd67","4875","2","1"
"5c929b08cfd6a","4876","3","1"
"5c929b08cfd6d","4876","1","0"
"5c929b08cfd75","4876","1","0"
"5c929b08cfd78","4876","3","1"
"5c929b08cfd7b","4877","3","1"
"5c929b08cfd82","4877","1","0"
"5c929b08cfd8a","4878","2","1"
"5c929b08cfd8d","4878","1","1"
"5c929b08cfd90","4879","1","0"
"5c929b08cfd98","4879","3","0"
"5c929b08cfd9b","4879","2","0"
"5c929b08cfd9e","4880","2","0"
"5c929b08cfda1","4880","3","1"
"5c929b08cfda3","4880","1","1"
"5c929b08cfda6","4880","1","0"
"5c929b08cfda9","4881","3","0"
"5c929b08cfdac","4881","3","1"
"5c929b08cfdaf","4881","3","0"
"5c929b08cfdb2","4882","3","1"
"5c929b08cfdb5","4882","3","1"
"5c929b08cfdb8","4882","2","1"
"5c929b08cfdbb","4882","1","1"
"5c929b08cfdbe","4884","2","0"
"5c929b08cfdc1","4884","3","1"
"5c929b08cfdc4","4884","3","1"
"5c929b08cfdc7","4884","2","0"
"5c929b08cfdc9","4885","3","0"
"5c929b08cfdcc","4885","3","1"
"5c929b08cfdd6","4885","2","0"
"5c929b08cfdd9","4886","2","1"
"5c929b08cfddc","4886","3","0"
"5c929b08cfde5","4886","3","1"
"5c929b08cfde8","4888","3","1"
"5c929b08cfdea","4888","2","0"
"5c929b08cfded","4888","1","1"
"5c929b08cfdf1","4890","3","1"
"5c929b08cfdf4","4890","1","1"
"5c929b08cfdf7","4891","2","0"
"5c929b08cfdfa","4891","3","1"
"5c929b08cfdfd","4891","2","0"
"5c929b08cfe04","4891","3","1"
"5c929b08cfe0c","4892","2","0"
"5c929b08cfe10","4895","2","1"
"5c929b08cfe12","4895","1","1"
"5c929b08cfe15","4895","2","0"
"5c929b08cfe18","4896","1","0"
"5c929b08cfe1f","4897","2","0"
"5c929b08cfe22","4897","1","0"
"5c929b08cfe25","4898","2","1"
"5c929b08cfe28","4898","2","0"
"5c929b08cfe2a","4898","3","0"
"5c929b08cfe2d","4899","2","1"
"5c929b08cfe30","4899","1","1"
"5c929b08cfe33","4900","2","1"
"5c929b08cfe36","4901","1","1"
"5c929b08cfe39","4901","1","0"
"5c929b08cfe42","4901","1","0"
"5c929b08cfe45","4901","1","0"
"5c929b08cfe48","4902","2","1"
"5c929b08cfe4e","4903","2","0"
"5c929b08cfe51","4904","1","1"
"5c929b08cfe55","4905","2","0"
"5c929b08cfe6a","4905","1","1"
"5c929b08cfe70","4905","2","0"
"5c929b08cfe74","4905","2","0"
"5c929b08cfe79","4906","2","1"
"5c929b08cfe7d","4906","3","0"
"5c929b08cfe82","4908","3","0"
"5c929b08cfe87","4908","1","1"
"5c929b08cfe8c","4909","2","1"
"5c929b08cfe90","4909","2","0"
"5c929b08cfe95","4910","3","0"
"5c929b08cfe99","4910","1","1"
"5c929b08cfe9e","4910","2","0"
"5c929b08cfea4","4912","1","1"
"5c929b08cfea8","4913","3","1"
"5c929b08cfead","4913","1","1"
"5c929b08cfeb2","4913","3","0"
"5c929b08cfeb6","4913","3","0"
"5c929b08cfebb","4914","3","0"
"5c929b08cfec0","4914","3","0"
"5c929b08cfec5","4914","2","1"
"5c929b08cfece","4914","3","1"
"5c929b08cfed4","4915","2","0"
"5c929b08cfed7","4915","2","0"
"5c929b08cfeda","4915","2","0"
"5c929b08cfedd","4916","1","0"
"5c929b08cfee1","4916","3","1"
"5c929b08cfeec","4916","1","1"
"5c929b08cfef2","4918","3","0"
"5c929b08cfefc","4918","3","0"
"5c929b08cff05","4918","3","0"
"5c929b08cff0b","4918","1","1"
"5c929b08cff0f","4920","2","0"
"5c929b08cff12","4921","2","1"
"5c929b08cff15","4921","3","0"
"5c929b08cff18","4922","3","0"
"5c929b08cff1b","4922","2","1"
"5c929b08cff1f","4923","1","1"
"5c929b08cff21","4923","1","0"
"5c929b08cff25","4924","3","1"
"5c929b08cff28","4924","2","0"
"5c929b08cff2b","4924","2","0"
"5c929b08cff31","4924","2","0"
"5c929b08cff34","4925","1","1"
"5c929b08cff37","4925","1","0"
"5c929b08cff40","4926","3","1"
"5c929b08cff43","4926","2","0"
"5c929b08cff46","4926","1","0"
"5c929b08cff49","4927","1","1"
"5c929b08cff4c","4928","3","1"
"5c929b08cff4f","4928","2","0"
"5c929b08cff52","4928","2","0"
"5c929b08cff55","4928","3","1"
"5c929b08cff58","4930","2","0"
"5c929b08cff5b","4930","1","1"
"5c929b08cff5e","4930","3","1"
"5c929b08cff61","4931","3","0"
"5c929b08cff64","4931","3","0"
"5c929b08cff67","4933","1","0"
"5c929b08cff6a","4933","3","1"
"5c929b08cff6d","4934","2","0"
"5c929b08cff76","4935","3","0"
"5c929b08cff79","4935","1","1"
"5c929b08cff81","4935","3","1"
"5c929b08cff85","4938","2","0"
"5c929b08cff88","4940","1","0"
"5c929b08cff8b","4942","3","1"
"5c929b08cff8f","4943","3","1"
"5c929b08cff91","4943","3","0"
"5c929b08cff94","4943","2","1"
"5c929b08cff98","4945","2","1"
"5c929b08cff9a","4945","3","1"
"5c929b08cffa2","4946","1","0"
"5c929b08cffa5","4946","1","1"
"5c929b08cffa9","4947","2","1"
"5c929b08cffab","4947","1","1"
"5c929b08cffae","4947","2","0"
"5c929b08cffb6","4947","1","1"
"5c929b08cffb9","4948","3","1"
"5c929b08cffbc","4948","1","0"
"5c929b08cffbf","4949","3","0"
"5c929b08cffc2","4949","2","0"
"5c929b08cffc5","4950","2","1"
"5c929b08cffc8","4950","3","1"
"5c929b08cffcb","4950","1","0"
"5c929b08cffce","4950","2","0"
"5c929b08cffd1","4951","2","1"
"5c929b08cffd3","4951","3","0"
"5c929b08cffd6","4951","3","0"
"5c929b08cffd9","4951","2","0"
"5c929b08cffe1","4952","1","1"
"5c929b08cffe4","4952","2","1"
"5c929b08cffe7","4952","1","0"
"5c929b08cfff1","4953","2","0"
"5c929b08cfff4","4953","3","1"
"5c929b08cfff7","4955","2","0"
"5c929b08cfffa","4955","2","1"
"5c929b08cfffd","4955","2","1"
"5c929b08d0000","4955","2","0"
"5c929b08d0003","4956","2","0"
"5c929b08d0006","4956","2","0"
"5c929b08d0009","4956","1","0"
"5c929b08d000c","4957","2","1"
"5c929b08d000f","4957","1","0"
"5c929b08d0012","4957","2","0"
"5c929b08d0015","4957","2","0"
"5c929b08d0018","4958","1","1"
"5c929b08d001b","4958","1","0"
"5c929b08d0024","4959","3","0"
"5c929b08d0027","4959","3","1"
"5c929b08d002a","4959","3","0"
"5c929b08d002d","4959","1","1"
"5c929b08d0030","4960","2","0"
"5c929b08d0032","4960","3","0"
"5c929b08d0036","4961","2","1"
"5c929b08d0039","4961","1","1"
"5c929b08d003c","4962","2","1"
"5c929b08d003f","4963","1","0"
"5c929b08d0042","4963","1","1"
"5c929b08d0045","4964","2","1"
"5c929b08d0048","4965","3","0"
"5c929b08d004b","4965","3","1"
"5c929b08d004e","4966","1","1"
"5c929b08d0051","4966","2","0"
"5c929b08d0054","4966","1","1"
"5c929b08d0057","4967","3","1"
"5c929b08d005a","4967","3","0"
"5c929b08d005d","4967","3","0"
"5c929b08d0060","4967","2","1"
"5c929b08d0068","4968","3","1"
"5c929b08d006b","4969","3","0"
"5c929b08d006d","4969","3","0"
"5c929b08d0071","4970","3","1"
"5c929b08d0074","4970","3","1"
"5c929b08d0077","4971","2","0"
"5c929b08d007a","4972","3","1"
"5c929b08d007d","4972","3","0"
"5c929b08d0080","4972","3","0"
"5c929b08d0083","4974","3","0"
"5c929b08d008c","4974","3","1"
"5c929b08d008f","4974","1","1"
"5c929b08d0093","4975","2","0"
"5c929b08d0096","4975","1","0"
"5c929b08d0099","4976","2","0"
"5c929b08d009c","4976","3","0"
"5c929b08d009f","4976","2","0"
"5c929b08d00a2","4977","3","1"
"5c929b08d00a4","4977","3","0"
"5c929b08d00a7","4977","1","1"
"5c929b08d00ab","4978","2","0"
"5c929b08d00ad","4978","2","0"
"5c929b08d00b0","4978","1","0"
"5c929b08d00b9","4978","2","1"
"5c929b08d00bc","4979","2","0"
"5c929b08d00bf","4980","3","0"
"5c929b08d00c2","4980","1","1"
"5c929b08d00c5","4980","3","0"
"5c929b08d00c8","4980","2","0"
"5c929b08d00cb","4981","3","1"
"5c929b08d00d4","4982","1","1"
"5c929b08d00d7","4982","1","0"
"5c929b08d00da","4982","1","0"
"5c929b08d00dd","4984","2","0"
"5c929b08d00e0","4986","1","1"
"5c929b08d00e3","4986","1","1"
"5c929b08d00e6","4986","3","1"
"5c929b08d00e9","4987","1","0"
"5c929b08d00ec","4987","3","1"
"5c929b08d00ef","4987","3","0"
"5c929b08d00f2","4988","2","1"
"5c929b08d00f5","4989","3","0"
"5c929b08d00f8","4989","2","1"
"5c929b08d00fb","4989","1","1"
"5c929b08d00fe","4989","1","0"
"5c929b08d0106","4990","1","1"
"5c929b08d0109","4990","2","1"
"5c929b08d010c","4991","2","0"
"5c929b08d010f","4992","3","1"
"5c929b08d0112","4992","1","0"
"5c929b08d0115","4993","3","1"
"5c929b08d0118","4993","3","0"
"5c929b08d011b","4993","1","0"
"5c929b08d011e","4994","2","1"
"5c929b08d0122","4999","2","1"
"5c929b08d0125","4999","3","0"
"5c929b08d0128","4999","1","0"
"5c929b08d012b","5000","2","0"
"5c929b08d012e","5001","1","1"
"5c929b08d0131","5002","2","0"
"5c929b08d0134","5002","1","1"
"5c929b08d0137","5003","3","1"
"5c929b08d0140","5003","1","1"
"5c929b08d0143","5004","2","1"
"5c929b08d0146","5005","3","1"
"5c929b08d0149","5005","3","1"
"5c929b08d014c","5006","2","1"
"5c929b08d014f","5006","3","1"
"5c929b08d0152","5006","2","0"
"5c929b08d0155","5007","1","1"
"5c929b08d0158","5008","2","1"
"5c929b08d015b","5008","3","1"
"5c929b08d015e","5008","2","0"
"5c929b08d0161","5009","3","0"
"5c929b08d0164","5009","2","0"
"5c929b08d0167","5009","3","0"
"5c929b08d016a","5011","2","1"
"5c929b08d016d","5011","2","0"
"5c929b08d0170","5012","2","0"
"5c929b08d0177","5012","2","0"
"5c929b08d017a","5012","3","0"
"5c929b08d017e","5013","1","0"
"5c929b08d0181","5015","1","0"
"5c929b08d0184","5015","3","1"
"5c929b08d0187","5015","2","1"
"5c929b08d018a","5015","1","1"
"5c929b08d018c","5016","1","1"
"5c929b08d0190","5018","3","1"
"5c929b08d0193","5019","2","1"
"5c929b08d0196","5019","3","1"
"5c929b08d019f","5019","1","1"
"5c929b08d01a1","5019","3","0"
"5c929b08d01a5","5020","1","1"
"5c929b08d01a8","5020","1","0"
"5c929b08d01b0","5020","3","1"
"5c929b08d01b3","5020","1","1"
"5c929b08d01b6","5022","2","1"
"5c929b08d01b9","5022","3","0"
"5c929b08d01bc","5023","2","0"
"5c929b08d01bf","5023","1","1"
"5c929b08d01c2","5024","1","0"
"5c929b08d01c8","5025","1","1"
"5c929b08d01cc","5025","2","0"
"5c929b08d01cf","5026","1","0"
"5c929b08d01d6","5026","2","1"
"5c929b08d01d8","5026","1","1"
"5c929b08d01db","5026","2","1"
"5c929b08d01e2","5027","3","0"
"5c929b08d01e9","5028","3","1"
"5c929b08d01ec","5028","2","0"
"5c929b08d01f0","5030","3","1"
"5c929b08d01f2","5030","1","0"
"5c929b08d01f5","5030","2","0"
"5c929b08d01fd","5030","1","0"
"5c929b08d0200","5031","1","0"
"5c929b08d0203","5031","2","1"
"5c929b08d020c","5031","1","0"
"5c929b08d020f","5032","2","1"
"5c929b08d0212","5032","3","0"
"5c929b08d0215","5032","2","0"
"5c929b08d0218","5032","2","1"
"5c929b08d021a","5033","3","0"
"5c929b08d021d","5034","1","0"
"5c929b08d0220","5034","3","1"
"5c929b08d0223","5034","1","1"
"5c929b08d0226","5034","3","0"
"5c929b08d0229","5035","1","1"
"5c929b08d022c","5035","3","1"
"5c929b08d022f","5035","1","1"
"5c929b08d0232","5035","2","1"
"5c929b08d0235","5037","2","1"
"5c929b08d0239","5038","2","0"
"5c929b08d0240","5039","3","1"
"5c929b08d0244","5039","3","1"
"5c929b08d0247","5039","1","0"
"5c929b08d024a","5039","3","1"
"5c929b08d024d","5040","2","1"
"5c929b08d0250","5040","3","0"
"5c929b08d0253","5040","1","1"
"5c929b08d0256","5041","1","0"
"5c929b08d025e","5041","2","1"
"5c929b08d0261","5041","3","0"
"5c929b08d0264","5041","1","1"
"5c929b08d0267","5042","1","0"
"5c929b08d0269","5042","2","0"
"5c929b08d026c","5042","3","1"
"5c929b08d026f","5042","1","0"
"5c929b08d0272","5043","1","1"
"5c929b08d0275","5043","2","1"
"5c929b08d0278","5043","3","1"
"5c929b08d027b","5043","3","0"
"5c929b08d027e","5044","3","0"
"5c929b08d0281","5044","2","0"
"5c929b08d0284","5045","3","0"
