UserID, MonthID, ModifiedListing
"1034","1","1"
"1034","2","1"
"1034","3","0"
"1035","1","1"
"1035","2","0"
"1035","3","0"
"1036","1","1"
"1036","2","0"
"1036","3","1"
"1037","1","1"
"1037","2","0"
"1037","3","0"
"1038","1","0"
"1038","2","0"
"1038","3","1"
"1039","1","0"
"1039","2","1"
"1039","3","1"
"1040","1","1"
"1040","2","0"
"1040","3","0"
"1041","1","0"
"1041","2","0"
"1041","3","0"
"1042","1","0"
"1042","2","0"
"1042","3","1"
"1043","1","1"
"1043","2","1"
"1043","3","0"
"1044","1","1"
"1044","2","0"
"1044","3","1"
"1045","1","0"
"1045","2","0"
"1045","3","1"
"1046","1","0"
"1046","2","1"
"1046","3","1"
"1047","1","1"
"1047","2","0"
"1047","3","1"
"1048","1","1"
"1048","2","0"
"1048","3","0"
"1049","1","1"
"1049","2","1"
"1049","3","1"
"1050","1","0"
"1050","2","1"
"1050","3","0"
"1051","1","1"
"1051","2","0"
"1051","3","1"
"1052","1","1"
"1052","2","1"
"1052","3","0"
"1053","1","0"
"1053","2","1"
"1053","3","0"
"1054","1","1"
"1054","2","0"
"1054","3","1"
"1055","1","1"
"1055","2","0"
"1055","3","0"
"1056","1","1"
"1056","2","0"
"1056","3","1"
"1057","1","0"
"1057","2","1"
"1057","3","0"
"1058","1","0"
"1058","2","1"
"1058","3","1"
"1059","1","0"
"1059","2","0"
"1059","3","0"
"1060","1","0"
"1060","2","0"
"1060","3","0"
"1061","1","0"
"1061","2","0"
"1061","3","1"
"1062","1","1"
"1062","2","0"
"1062","3","0"
"1063","1","0"
"1063","2","0"
"1063","3","1"
"1064","1","0"
"1064","2","0"
"1064","3","0"
"1065","1","0"
"1065","2","0"
"1065","3","1"
"1066","1","0"
"1066","2","0"
"1066","3","0"
"1067","1","1"
"1067","2","0"
"1067","3","0"
"1068","1","1"
"1068","2","1"
"1068","3","1"
"1069","1","1"
"1069","2","0"
"1069","3","1"
"1070","1","0"
"1070","2","0"
"1070","3","0"
"1071","1","1"
"1071","2","1"
"1071","3","0"
"1072","1","1"
"1072","2","1"
"1072","3","0"
"1073","1","1"
"1073","2","0"
"1073","3","0"
"1074","1","1"
"1074","2","0"
"1074","3","1"
"1075","1","0"
"1075","2","0"
"1075","3","0"
"1076","1","1"
"1076","2","0"
"1076","3","1"
"1077","1","1"
"1077","2","1"
"1077","3","0"
"1078","1","1"
"1078","2","1"
"1078","3","0"
"1079","1","1"
"1079","2","0"
"1079","3","1"
"1080","1","1"
"1080","2","0"
"1080","3","1"
"1081","1","0"
"1081","2","0"
"1081","3","1"
"1082","1","0"
"1082","2","1"
"1082","3","0"
"1083","1","0"
"1083","2","1"
"1083","3","0"
"1084","1","0"
"1084","2","0"
"1084","3","0"
"1085","1","1"
"1085","2","1"
"1085","3","0"
"1086","1","1"
"1086","2","1"
"1086","3","1"
"1087","1","0"
"1087","2","0"
"1087","3","0"
"1088","1","1"
"1088","2","0"
"1088","3","0"
"1089","1","0"
"1089","2","1"
"1089","3","0"
"1090","1","1"
"1090","2","0"
"1090","3","0"
"1091","1","0"
"1091","2","0"
"1091","3","0"
"1092","1","1"
"1092","2","1"
"1092","3","0"
"1093","1","1"
"1093","2","1"
"1093","3","1"
"1094","1","1"
"1094","2","0"
"1094","3","0"
"1095","1","0"
"1095","2","1"
"1095","3","0"
"1096","1","0"
"1096","2","1"
"1096","3","0"
"1097","1","0"
"1097","2","0"
"1097","3","1"
"1098","1","0"
"1098","2","1"
"1098","3","0"
"1099","1","1"
"1099","2","0"
"1099","3","1"
"1100","1","0"
"1100","2","0"
"1100","3","1"
"1101","1","1"
"1101","2","0"
"1101","3","0"
"1102","1","0"
"1102","2","1"
"1102","3","0"
"1103","1","1"
"1103","2","0"
"1103","3","1"
"1104","1","1"
"1104","2","1"
"1104","3","0"
"1105","1","1"
"1105","2","0"
"1105","3","1"
"1106","1","0"
"1106","2","0"
"1106","3","1"
"1107","1","0"
"1107","2","1"
"1107","3","0"
"1108","1","0"
"1108","2","1"
"1108","3","1"
"1109","1","1"
"1109","2","0"
"1109","3","1"
"1110","1","1"
"1110","2","0"
"1110","3","0"
"1111","1","1"
"1111","2","1"
"1111","3","0"
"1112","1","1"
"1112","2","1"
"1112","3","0"
"1113","1","0"
"1113","2","1"
"1113","3","1"
"1114","1","0"
"1114","2","1"
"1114","3","1"
"1115","1","0"
"1115","2","0"
"1115","3","0"
"1116","1","0"
"1116","2","0"
"1116","3","0"
"1117","1","0"
"1117","2","1"
"1117","3","0"
"1118","1","1"
"1118","2","0"
"1118","3","1"
"1119","1","1"
"1119","2","1"
"1119","3","0"
"1120","1","0"
"1120","2","1"
"1120","3","1"
"1121","1","0"
"1121","2","1"
"1121","3","1"
"1122","1","1"
"1122","2","0"
"1122","3","1"
"1123","1","1"
"1123","2","0"
"1123","3","1"
"1124","1","1"
"1124","2","1"
"1124","3","1"
"1125","1","0"
"1125","2","1"
"1125","3","0"
"1126","1","1"
"1126","2","0"
"1126","3","1"
"1127","1","0"
"1127","2","1"
"1127","3","1"
"1128","1","1"
"1128","2","0"
"1128","3","1"
"1129","1","0"
"1129","2","0"
"1129","3","1"
"1130","1","1"
"1130","2","1"
"1130","3","1"
"1131","1","0"
"1131","2","1"
"1131","3","0"
"1132","1","1"
"1132","2","0"
"1132","3","1"
"1133","1","0"
"1133","2","1"
"1133","3","0"
"1134","1","0"
"1134","2","0"
"1134","3","1"
"1135","1","1"
"1135","2","1"
"1135","3","1"
"1136","1","1"
"1136","2","1"
"1136","3","0"
"1137","1","1"
"1137","2","0"
"1137","3","1"
"1138","1","1"
"1138","2","0"
"1138","3","1"
"1139","1","0"
"1139","2","1"
"1139","3","0"
"1140","1","1"
"1140","2","1"
"1140","3","1"
"1141","1","0"
"1141","2","1"
"1141","3","1"
"1142","1","0"
"1142","2","0"
"1142","3","0"
"1143","1","1"
"1143","2","0"
"1143","3","1"
"1144","1","0"
"1144","2","0"
"1144","3","0"
"1145","1","0"
"1145","2","0"
"1145","3","0"
"1146","1","0"
"1146","2","0"
"1146","3","0"
"1147","1","0"
"1147","2","0"
"1147","3","0"
"1148","1","1"
"1148","2","1"
"1148","3","1"
"1149","1","0"
"1149","2","1"
"1149","3","1"
"1150","1","1"
"1150","2","0"
"1150","3","1"
"1151","1","1"
"1151","2","1"
"1151","3","1"
"1152","1","0"
"1152","2","0"
"1152","3","0"
"1153","1","1"
"1153","2","0"
"1153","3","1"
"1154","1","0"
"1154","2","0"
"1154","3","1"
"1155","1","0"
"1155","2","0"
"1155","3","1"
"1156","1","1"
"1156","2","0"
"1156","3","0"
"1157","1","0"
"1157","2","1"
"1157","3","0"
"1158","1","0"
"1158","2","0"
"1158","3","1"
"1159","1","0"
"1159","2","1"
"1159","3","0"
"1160","1","0"
"1160","2","0"
"1160","3","1"
"1161","1","0"
"1161","2","0"
"1161","3","1"
"1162","1","0"
"1162","2","1"
"1162","3","0"
"1163","1","1"
"1163","2","0"
"1163","3","1"
"1164","1","0"
"1164","2","1"
"1164","3","1"
"1165","1","0"
"1165","2","0"
"1165","3","0"
"1166","1","0"
"1166","2","1"
"1166","3","0"
"1167","1","0"
"1167","2","1"
"1167","3","1"
"1168","1","0"
"1168","2","1"
"1168","3","0"
"1169","1","0"
"1169","2","0"
"1169","3","1"
"1170","1","1"
"1170","2","0"
"1170","3","0"
"1171","1","0"
"1171","2","1"
"1171","3","1"
"1172","1","0"
"1172","2","0"
"1172","3","1"
"1173","1","1"
"1173","2","1"
"1173","3","0"
"1174","1","1"
"1174","2","1"
"1174","3","0"
"1175","1","1"
"1175","2","0"
"1175","3","1"
"1176","1","0"
"1176","2","0"
"1176","3","0"
"1177","1","0"
"1177","2","0"
"1177","3","1"
"1178","1","1"
"1178","2","0"
"1178","3","1"
"1179","1","0"
"1179","2","0"
"1179","3","0"
"1180","1","1"
"1180","2","0"
"1180","3","0"
"1181","1","1"
"1181","2","0"
"1181","3","0"
"1182","1","1"
"1182","2","0"
"1182","3","0"
"1183","1","0"
"1183","2","0"
"1183","3","1"
"1184","1","1"
"1184","2","0"
"1184","3","1"
"1185","1","0"
"1185","2","0"
"1185","3","0"
"1186","1","0"
"1186","2","1"
"1186","3","0"
"1187","1","1"
"1187","2","1"
"1187","3","1"
"1188","1","0"
"1188","2","1"
"1188","3","0"
"1189","1","1"
"1189","2","1"
"1189","3","0"
"1190","1","0"
"1190","2","1"
"1190","3","1"
"1191","1","1"
"1191","2","0"
"1191","3","0"
"1192","1","0"
"1192","2","1"
"1192","3","1"
"1193","1","1"
"1193","2","1"
"1193","3","1"
"1194","1","0"
"1194","2","1"
"1194","3","0"
"1195","1","0"
"1195","2","1"
"1195","3","0"
"1196","1","1"
"1196","2","0"
"1196","3","0"
"1197","1","0"
"1197","2","0"
"1197","3","0"
"1198","1","1"
"1198","2","0"
"1198","3","1"
"1199","1","1"
"1199","2","1"
"1199","3","0"
"1200","1","1"
"1200","2","0"
"1200","3","1"
"1201","1","1"
"1201","2","0"
"1201","3","0"
"1202","1","0"
"1202","2","0"
"1202","3","0"
"1203","1","0"
"1203","2","0"
"1203","3","1"
"1204","1","1"
"1204","2","1"
"1204","3","1"
"1205","1","0"
"1205","2","1"
"1205","3","0"
"1206","1","1"
"1206","2","1"
"1206","3","1"
"1207","1","0"
"1207","2","0"
"1207","3","0"
"1208","1","0"
"1208","2","0"
"1208","3","0"
"1209","1","0"
"1209","2","1"
"1209","3","0"
"1210","1","1"
"1210","2","0"
"1210","3","1"
"1211","1","1"
"1211","2","1"
"1211","3","1"
"1212","1","1"
"1212","2","0"
"1212","3","0"
"1213","1","0"
"1213","2","1"
"1213","3","0"
"1214","1","0"
"1214","2","0"
"1214","3","1"
"1215","1","1"
"1215","2","1"
"1215","3","1"
"1216","1","1"
"1216","2","1"
"1216","3","0"
"1217","1","1"
"1217","2","1"
"1217","3","1"
"1218","1","1"
"1218","2","1"
"1218","3","1"
"1219","1","0"
"1219","2","0"
"1219","3","1"
"1220","1","0"
"1220","2","1"
"1220","3","1"
"1221","1","0"
"1221","2","1"
"1221","3","1"
"1222","1","0"
"1222","2","0"
"1222","3","0"
"1223","1","0"
"1223","2","0"
"1223","3","1"
"1224","1","0"
"1224","2","0"
"1224","3","0"
"1225","1","1"
"1225","2","1"
"1225","3","0"
"1226","1","0"
"1226","2","1"
"1226","3","1"
"1227","1","0"
"1227","2","0"
"1227","3","1"
"1228","1","1"
"1228","2","1"
"1228","3","0"
"1229","1","1"
"1229","2","0"
"1229","3","1"
"1230","1","0"
"1230","2","0"
"1230","3","0"
"1231","1","1"
"1231","2","0"
"1231","3","1"
"1232","1","1"
"1232","2","0"
"1232","3","1"
"1233","1","0"
"1233","2","0"
"1233","3","1"
"1234","1","1"
"1234","2","0"
"1234","3","1"
"1235","1","0"
"1235","2","1"
"1235","3","1"
"1236","1","1"
"1236","2","0"
"1236","3","1"
"1237","1","0"
"1237","2","1"
"1237","3","1"
"1238","1","0"
"1238","2","1"
"1238","3","1"
"1239","1","1"
"1239","2","1"
"1239","3","0"
"1240","1","1"
"1240","2","1"
"1240","3","0"
"1241","1","1"
"1241","2","1"
"1241","3","1"
"1242","1","1"
"1242","2","1"
"1242","3","1"
"1243","1","0"
"1243","2","1"
"1243","3","1"
"1244","1","0"
"1244","2","1"
"1244","3","0"
"1245","1","0"
"1245","2","1"
"1245","3","0"
"1246","1","1"
"1246","2","1"
"1246","3","0"
"1247","1","0"
"1247","2","1"
"1247","3","1"
"1248","1","0"
"1248","2","0"
"1248","3","0"
"1249","1","1"
"1249","2","0"
"1249","3","1"
"1250","1","0"
"1250","2","1"
"1250","3","1"
"1251","1","0"
"1251","2","1"
"1251","3","1"
"1252","1","1"
"1252","2","1"
"1252","3","1"
"1253","1","1"
"1253","2","0"
"1253","3","1"
"1254","1","0"
"1254","2","1"
"1254","3","1"
"1255","1","1"
"1255","2","1"
"1255","3","1"
"1256","1","1"
"1256","2","0"
"1256","3","1"
"1257","1","1"
"1257","2","0"
"1257","3","1"
"1258","1","1"
"1258","2","1"
"1258","3","1"
"1259","1","1"
"1259","2","0"
"1259","3","1"
"1260","1","0"
"1260","2","0"
"1260","3","1"
"1261","1","1"
"1261","2","0"
"1261","3","1"
"1262","1","1"
"1262","2","0"
"1262","3","0"
"1263","1","0"
"1263","2","1"
"1263","3","1"
"1264","1","1"
"1264","2","1"
"1264","3","0"
"1265","1","0"
"1265","2","0"
"1265","3","1"
"1266","1","0"
"1266","2","0"
"1266","3","1"
"1267","1","0"
"1267","2","1"
"1267","3","1"
"1268","1","0"
"1268","2","1"
"1268","3","0"
"1269","1","0"
"1269","2","0"
"1269","3","0"
"1270","1","0"
"1270","2","0"
"1270","3","0"
"1271","1","1"
"1271","2","1"
"1271","3","0"
"1272","1","1"
"1272","2","1"
"1272","3","0"
"1273","1","0"
"1273","2","0"
"1273","3","0"
"1274","1","0"
"1274","2","1"
"1274","3","0"
"1275","1","1"
"1275","2","0"
"1275","3","0"
"1276","1","1"
"1276","2","0"
"1276","3","0"
"1277","1","1"
"1277","2","1"
"1277","3","0"
"1278","1","0"
"1278","2","0"
"1278","3","1"
"1279","1","0"
"1279","2","1"
"1279","3","1"
"1280","1","1"
"1280","2","1"
"1280","3","0"
"1281","1","1"
"1281","2","0"
"1281","3","0"
"1282","1","1"
"1282","2","0"
"1282","3","0"
"1283","1","0"
"1283","2","0"
"1283","3","0"
"1284","1","1"
"1284","2","0"
"1284","3","0"
"1285","1","1"
"1285","2","0"
"1285","3","0"
"1286","1","1"
"1286","2","0"
"1286","3","0"
"1287","1","1"
"1287","2","1"
"1287","3","1"
"1288","1","0"
"1288","2","0"
"1288","3","0"
"1289","1","0"
"1289","2","1"
"1289","3","1"
"1290","1","0"
"1290","2","1"
"1290","3","0"
"1291","1","1"
"1291","2","1"
"1291","3","1"
"1292","1","0"
"1292","2","0"
"1292","3","1"
"1293","1","1"
"1293","2","1"
"1293","3","0"
"1294","1","0"
"1294","2","0"
"1294","3","1"
"1295","1","1"
"1295","2","0"
"1295","3","1"
"1296","1","1"
"1296","2","0"
"1296","3","1"
"1297","1","1"
"1297","2","1"
"1297","3","1"
"1298","1","0"
"1298","2","1"
"1298","3","0"
"1299","1","0"
"1299","2","1"
"1299","3","0"
"1300","1","0"
"1300","2","1"
"1300","3","1"
"1301","1","0"
"1301","2","1"
"1301","3","0"
"1302","1","0"
"1302","2","1"
"1302","3","1"
"1303","1","0"
"1303","2","0"
"1303","3","1"
"1304","1","1"
"1304","2","0"
"1304","3","1"
"1305","1","0"
"1305","2","1"
"1305","3","1"
"1306","1","1"
"1306","2","1"
"1306","3","1"
"1307","1","0"
"1307","2","0"
"1307","3","0"
"1308","1","0"
"1308","2","0"
"1308","3","1"
"1309","1","1"
"1309","2","1"
"1309","3","0"
"1310","1","0"
"1310","2","1"
"1310","3","0"
"1311","1","1"
"1311","2","1"
"1311","3","0"
"1312","1","0"
"1312","2","0"
"1312","3","1"
"1313","1","0"
"1313","2","1"
"1313","3","1"
"1314","1","0"
"1314","2","1"
"1314","3","1"
"1315","1","1"
"1315","2","1"
"1315","3","0"
"1316","1","0"
"1316","2","1"
"1316","3","0"
"1317","1","1"
"1317","2","0"
"1317","3","0"
"1318","1","1"
"1318","2","0"
"1318","3","0"
"1319","1","0"
"1319","2","0"
"1319","3","0"
"1320","1","1"
"1320","2","1"
"1320","3","1"
"1321","1","1"
"1321","2","1"
"1321","3","0"
"1322","1","0"
"1322","2","0"
"1322","3","0"
"1323","1","1"
"1323","2","1"
"1323","3","1"
"1324","1","0"
"1324","2","0"
"1324","3","1"
"1325","1","1"
"1325","2","1"
"1325","3","0"
"1326","1","1"
"1326","2","1"
"1326","3","1"
"1327","1","0"
"1327","2","0"
"1327","3","1"
"1328","1","0"
"1328","2","1"
"1328","3","1"
"1329","1","0"
"1329","2","1"
"1329","3","1"
"1330","1","0"
"1330","2","1"
"1330","3","1"
"1331","1","0"
"1331","2","1"
"1331","3","1"
"1332","1","1"
"1332","2","1"
"1332","3","0"
"1333","1","0"
"1333","2","1"
"1333","3","1"
"1334","1","1"
"1334","2","1"
"1334","3","0"
"1335","1","1"
"1335","2","0"
"1335","3","0"
"1336","1","1"
"1336","2","1"
"1336","3","1"
"1337","1","1"
"1337","2","1"
"1337","3","0"
"1338","1","0"
"1338","2","0"
"1338","3","1"
"1339","1","0"
"1339","2","0"
"1339","3","0"
"1340","1","0"
"1340","2","0"
"1340","3","0"
"1341","1","0"
"1341","2","1"
"1341","3","1"
"1342","1","1"
"1342","2","0"
"1342","3","0"
"1343","1","0"
"1343","2","0"
"1343","3","1"
"1344","1","0"
"1344","2","1"
"1344","3","1"
"1345","1","0"
"1345","2","1"
"1345","3","0"
"1346","1","0"
"1346","2","1"
"1346","3","1"
"1347","1","1"
"1347","2","1"
"1347","3","0"
"1348","1","0"
"1348","2","1"
"1348","3","0"
"1349","1","0"
"1349","2","1"
"1349","3","1"
"1350","1","0"
"1350","2","0"
"1350","3","1"
"1351","1","1"
"1351","2","0"
"1351","3","0"
"1352","1","0"
"1352","2","1"
"1352","3","0"
"1353","1","0"
"1353","2","1"
"1353","3","0"
"1354","1","0"
"1354","2","1"
"1354","3","0"
"1355","1","0"
"1355","2","1"
"1355","3","1"
"1356","1","1"
"1356","2","1"
"1356","3","0"
"1357","1","0"
"1357","2","0"
"1357","3","1"
"1358","1","0"
"1358","2","1"
"1358","3","1"
"1359","1","0"
"1359","2","0"
"1359","3","0"
"1360","1","1"
"1360","2","0"
"1360","3","1"
"1361","1","1"
"1361","2","1"
"1361","3","1"
"1362","1","0"
"1362","2","1"
"1362","3","1"
"1363","1","1"
"1363","2","0"
"1363","3","1"
"1364","1","0"
"1364","2","0"
"1364","3","0"
"1365","1","0"
"1365","2","1"
"1365","3","1"
"1366","1","0"
"1366","2","1"
"1366","3","0"
"1367","1","1"
"1367","2","0"
"1367","3","1"
"1368","1","0"
"1368","2","0"
"1368","3","1"
"1369","1","1"
"1369","2","0"
"1369","3","0"
"1370","1","1"
"1370","2","1"
"1370","3","0"
"1371","1","0"
"1371","2","0"
"1371","3","1"
"1372","1","1"
"1372","2","0"
"1372","3","1"
"1373","1","0"
"1373","2","1"
"1373","3","0"
"1374","1","0"
"1374","2","1"
"1374","3","1"
"1375","1","0"
"1375","2","0"
"1375","3","1"
"1376","1","1"
"1376","2","0"
"1376","3","0"
"1377","1","0"
"1377","2","0"
"1377","3","0"
"1378","1","1"
"1378","2","0"
"1378","3","1"
"1379","1","0"
"1379","2","0"
"1379","3","1"
"1380","1","0"
"1380","2","1"
"1380","3","1"
"1381","1","0"
"1381","2","0"
"1381","3","0"
"1382","1","0"
"1382","2","1"
"1382","3","1"
"1383","1","1"
"1383","2","1"
"1383","3","0"
"1384","1","0"
"1384","2","1"
"1384","3","1"
"1385","1","1"
"1385","2","1"
"1385","3","1"
"1386","1","1"
"1386","2","0"
"1386","3","0"
"1387","1","1"
"1387","2","0"
"1387","3","1"
"1388","1","0"
"1388","2","1"
"1388","3","0"
"1389","1","0"
"1389","2","0"
"1389","3","0"
"1390","1","0"
"1390","2","0"
"1390","3","0"
"1391","1","1"
"1391","2","0"
"1391","3","1"
"1392","1","1"
"1392","2","1"
"1392","3","1"
"1393","1","0"
"1393","2","0"
"1393","3","0"
"1394","1","0"
"1394","2","1"
"1394","3","1"
"1395","1","0"
"1395","2","0"
"1395","3","1"
"1396","1","1"
"1396","2","1"
"1396","3","1"
"1397","1","1"
"1397","2","1"
"1397","3","1"
"1398","1","0"
"1398","2","0"
"1398","3","0"
"1399","1","1"
"1399","2","1"
"1399","3","1"
"1400","1","0"
"1400","2","1"
"1400","3","0"
"1401","1","1"
"1401","2","0"
"1401","3","1"
"1402","1","1"
"1402","2","1"
"1402","3","1"
"1403","1","0"
"1403","2","0"
"1403","3","1"
"1404","1","0"
"1404","2","0"
"1404","3","1"
"1405","1","1"
"1405","2","1"
"1405","3","0"
"1406","1","1"
"1406","2","1"
"1406","3","0"
"1407","1","1"
"1407","2","0"
"1407","3","0"
"1408","1","1"
"1408","2","0"
"1408","3","1"
"1409","1","0"
"1409","2","1"
"1409","3","0"
"1410","1","1"
"1410","2","0"
"1410","3","0"
"1411","1","0"
"1411","2","1"
"1411","3","0"
"1412","1","1"
"1412","2","0"
"1412","3","1"
"1413","1","1"
"1413","2","1"
"1413","3","0"
"1414","1","1"
"1414","2","1"
"1414","3","1"
"1415","1","0"
"1415","2","1"
"1415","3","0"
"1416","1","0"
"1416","2","0"
"1416","3","0"
"1417","1","0"
"1417","2","1"
"1417","3","1"
"1418","1","1"
"1418","2","1"
"1418","3","0"
"1419","1","0"
"1419","2","0"
"1419","3","0"
"1420","1","1"
"1420","2","0"
"1420","3","0"
"1421","1","0"
"1421","2","1"
"1421","3","1"
"1422","1","0"
"1422","2","1"
"1422","3","0"
"1423","1","1"
"1423","2","0"
"1423","3","0"
"1424","1","1"
"1424","2","1"
"1424","3","1"
"1425","1","1"
"1425","2","0"
"1425","3","1"
"1426","1","1"
"1426","2","0"
"1426","3","0"
"1427","1","1"
"1427","2","0"
"1427","3","0"
"1428","1","0"
"1428","2","0"
"1428","3","0"
"1429","1","1"
"1429","2","0"
"1429","3","0"
"1430","1","0"
"1430","2","1"
"1430","3","1"
"1431","1","1"
"1431","2","1"
"1431","3","0"
"1432","1","1"
"1432","2","0"
"1432","3","0"
"1433","1","1"
"1433","2","0"
"1433","3","1"
"1434","1","1"
"1434","2","0"
"1434","3","1"
"1435","1","1"
"1435","2","1"
"1435","3","1"
"1436","1","1"
"1436","2","0"
"1436","3","1"
"1437","1","1"
"1437","2","0"
"1437","3","0"
"1438","1","0"
"1438","2","1"
"1438","3","1"
"1439","1","0"
"1439","2","1"
"1439","3","1"
"1440","1","0"
"1440","2","1"
"1440","3","1"
"1441","1","1"
"1441","2","0"
"1441","3","1"
"1442","1","0"
"1442","2","0"
"1442","3","0"
"1443","1","1"
"1443","2","1"
"1443","3","0"
"1444","1","0"
"1444","2","0"
"1444","3","1"
"1445","1","1"
"1445","2","0"
"1445","3","0"
"1446","1","1"
"1446","2","1"
"1446","3","0"
"1447","1","0"
"1447","2","1"
"1447","3","0"
"1448","1","1"
"1448","2","0"
"1448","3","0"
"1449","1","0"
"1449","2","1"
"1449","3","1"
"1450","1","1"
"1450","2","0"
"1450","3","1"
"1451","1","1"
"1451","2","1"
"1451","3","1"
"1452","1","1"
"1452","2","1"
"1452","3","0"
"1453","1","0"
"1453","2","0"
"1453","3","1"
"1454","1","1"
"1454","2","1"
"1454","3","0"
"1455","1","1"
"1455","2","0"
"1455","3","1"
"1456","1","0"
"1456","2","1"
"1456","3","0"
"1457","1","1"
"1457","2","1"
"1457","3","0"
"1458","1","1"
"1458","2","0"
"1458","3","0"
"1459","1","1"
"1459","2","0"
"1459","3","1"
"1460","1","0"
"1460","2","1"
"1460","3","0"
"1461","1","0"
"1461","2","1"
"1461","3","0"
"1462","1","0"
"1462","2","0"
"1462","3","1"
"1463","1","0"
"1463","2","1"
"1463","3","0"
"1464","1","1"
"1464","2","1"
"1464","3","0"
"1465","1","0"
"1465","2","1"
"1465","3","1"
"1466","1","1"
"1466","2","0"
"1466","3","0"
"1467","1","0"
"1467","2","0"
"1467","3","0"
"1468","1","1"
"1468","2","1"
"1468","3","1"
"1469","1","0"
"1469","2","0"
"1469","3","0"
"1470","1","0"
"1470","2","1"
"1470","3","1"
"1471","1","1"
"1471","2","1"
"1471","3","1"
"1472","1","1"
"1472","2","1"
"1472","3","1"
"1473","1","0"
"1473","2","1"
"1473","3","1"
"1474","1","0"
"1474","2","1"
"1474","3","1"
"1475","1","1"
"1475","2","0"
"1475","3","1"
"1476","1","0"
"1476","2","0"
"1476","3","1"
"1477","1","1"
"1477","2","0"
"1477","3","1"
"1478","1","1"
"1478","2","1"
"1478","3","1"
"1479","1","1"
"1479","2","0"
"1479","3","1"
"1480","1","0"
"1480","2","1"
"1480","3","0"
"1481","1","0"
"1481","2","0"
"1481","3","0"
"1482","1","1"
"1482","2","1"
"1482","3","1"
"1483","1","0"
"1483","2","0"
"1483","3","0"
"1484","1","0"
"1484","2","1"
"1484","3","1"
"1485","1","1"
"1485","2","0"
"1485","3","1"
"1486","1","1"
"1486","2","0"
"1486","3","0"
"1487","1","1"
"1487","2","1"
"1487","3","1"
"1488","1","0"
"1488","2","1"
"1488","3","1"
"1489","1","0"
"1489","2","0"
"1489","3","0"
"1490","1","0"
"1490","2","0"
"1490","3","0"
"1491","1","1"
"1491","2","1"
"1491","3","0"
"1492","1","1"
"1492","2","0"
"1492","3","0"
"1493","1","1"
"1493","2","1"
"1493","3","1"
"1494","1","0"
"1494","2","0"
"1494","3","1"
"1495","1","1"
"1495","2","1"
"1495","3","0"
"1496","1","1"
"1496","2","1"
"1496","3","1"
"1497","1","1"
"1497","2","1"
"1497","3","1"
"1498","1","0"
"1498","2","0"
"1498","3","1"
"1499","1","1"
"1499","2","0"
"1499","3","0"
"1500","1","0"
"1500","2","0"
"1500","3","1"
"1501","1","1"
"1501","2","0"
"1501","3","1"
"1502","1","0"
"1502","2","0"
"1502","3","1"
"1503","1","1"
"1503","2","0"
"1503","3","0"
"1504","1","0"
"1504","2","1"
"1504","3","0"
"1505","1","0"
"1505","2","1"
"1505","3","0"
"1506","1","0"
"1506","2","0"
"1506","3","0"
"1507","1","1"
"1507","2","1"
"1507","3","0"
"1508","1","0"
"1508","2","1"
"1508","3","0"
"1509","1","1"
"1509","2","0"
"1509","3","1"
"1510","1","1"
"1510","2","1"
"1510","3","0"
"1511","1","0"
"1511","2","0"
"1511","3","0"
"1512","1","0"
"1512","2","1"
"1512","3","0"
"1513","1","1"
"1513","2","0"
"1513","3","0"
"1514","1","0"
"1514","2","0"
"1514","3","0"
"1515","1","0"
"1515","2","1"
"1515","3","0"
"1516","1","0"
"1516","2","1"
"1516","3","0"
"1517","1","1"
"1517","2","1"
"1517","3","1"
"1518","1","1"
"1518","2","0"
"1518","3","0"
"1519","1","1"
"1519","2","0"
"1519","3","1"
"1520","1","1"
"1520","2","0"
"1520","3","1"
"1521","1","0"
"1521","2","0"
"1521","3","0"
"1522","1","1"
"1522","2","0"
"1522","3","1"
"1523","1","1"
"1523","2","0"
"1523","3","1"
"1524","1","0"
"1524","2","1"
"1524","3","0"
"1525","1","0"
"1525","2","1"
"1525","3","0"
"1526","1","1"
"1526","2","0"
"1526","3","0"
"1527","1","0"
"1527","2","1"
"1527","3","1"
"1528","1","1"
"1528","2","1"
"1528","3","0"
"1529","1","1"
"1529","2","1"
"1529","3","0"
"1530","1","1"
"1530","2","1"
"1530","3","0"
"1531","1","1"
"1531","2","0"
"1531","3","0"
"1532","1","0"
"1532","2","1"
"1532","3","1"
"1533","1","0"
"1533","2","0"
"1533","3","0"
"1534","1","1"
"1534","2","1"
"1534","3","0"
"1535","1","0"
"1535","2","0"
"1535","3","1"
"1536","1","0"
"1536","2","0"
"1536","3","1"
"1537","1","0"
"1537","2","1"
"1537","3","0"
"1538","1","1"
"1538","2","0"
"1538","3","0"
"1539","1","0"
"1539","2","0"
"1539","3","0"
"1540","1","0"
"1540","2","1"
"1540","3","0"
"1541","1","1"
"1541","2","1"
"1541","3","0"
"1542","1","1"
"1542","2","0"
"1542","3","1"
"1543","1","0"
"1543","2","0"
"1543","3","0"
"1544","1","0"
"1544","2","1"
"1544","3","1"
"1545","1","1"
"1545","2","1"
"1545","3","0"
"1546","1","1"
"1546","2","0"
"1546","3","1"
"1547","1","1"
"1547","2","0"
"1547","3","1"
"1548","1","0"
"1548","2","1"
"1548","3","0"
"1549","1","0"
"1549","2","1"
"1549","3","1"
"1550","1","1"
"1550","2","0"
"1550","3","0"
"1551","1","0"
"1551","2","0"
